Date,S&P Compound,Dividends,Earnings,CPI,Date Fraction,Long_interest_rate,Real price,Real Dividend,Real_total_return_price,Real earnings,Real scaled earnings,CAPE,,TR CAPE,,Excess CAPE yield,Montlhy total bond returns,Real total bond returns,10 year annualized stock real return,10 year annualized bond real return,real 10 year excess annualized returns
1997.01,766.22,14.95,39.23,159.10,1997.04,6.58,1474.30,28.77," 599,998.12 ",75.49," 30,722.12 ",28.33,,32.17,,0.60%,1.02,25.23,5.48%,3.98%,1.50%
1997.02,798.39,15.01,39.74,159.60,1997.12,6.42,1531.39,28.78," 624,206.82 ",76.22," 31,067.42 ",29.27,,33.19,,0.64%,0.99,25.58,5.18%,3.86%,1.32%
1997.03,792.16,15.06,40.24,160.00,1997.21,6.69,1515.64,28.81," 618,766.41 ",76.99," 31,431.98 ",28.80,,32.64,,0.40%,0.99,25.15,4.91%,4.11%,0.80%
1997.04,763.93,15.09,40.34,160.20,1997.29,6.89,1459.80,28.84," 596,951.87 ",77.09," 31,525.15 ",27.59,,31.23,,0.31%,1.02,24.90,5.65%,4.08%,1.57%
1997.05,833.09,15.13,40.45,160.10,1997.37,6.71,1592.95,28.92," 652,387.29 ",77.34," 31,673.54 ",29.93,,33.84,,0.17%,1.02,25.39,5.00%,3.81%,1.19%
1997.06,876.29,15.16,40.55,160.30,1997.46,6.49,1673.47,28.95," 686,348.84 ",77.44," 31,760.54 ",31.26,,35.31,,0.22%,1.03,25.90,4.49%,3.34%,1.15%
1997.07,925.29,15.22,40.58,160.50,1997.54,6.22,1764.84,29.02," 724,816.66 ",77.40," 31,787.94 ",32.77,,36.97,,0.33%,1.00,26.53,3.98%,3.22%,0.76%
1997.08,927.24,15.27,40.61,160.80,1997.62,6.30,1765.26,29.08," 725,984.21 ",77.31," 31,795.67 ",32.59,,36.73,,0.23%,1.01,26.46,3.54%,3.57%,-0.03%
1997.09,937.02,15.33,40.64,161.20,1997.71,6.21,1779.45,29.11," 732,818.77 ",77.18," 31,783.48 ",32.67,,36.78,,0.29%,1.02,26.71,3.73%,3.61%,0.12%
1997.1,951.16,15.39,40.33,161.60,1997.79,6.03,1801.83,29.15," 743,036.32 ",76.41," 31,507.96 ",32.90,,37.00,,0.44%,1.02,27.14,3.87%,3.45%,0.41%
1997.11,938.92,15.44,40.03,161.50,1997.87,5.88,1779.75,29.27," 734,934.70 ",75.87," 31,330.69 ",32.34,,36.32,,0.63%,1.01,27.59,3.41%,3.57%,-0.16%
1997.12,962.37,15.50,39.72,161.30,1997.96,5.81,1826.46,29.42," 755,236.38 ",75.38," 31,170.95 ",33.03,,37.06,,0.62%,1.03,27.91,3.26%,3.54%,-0.28%
1998.01,963.36,15.55,39.66,161.60,1998.04,5.54,1824.94,29.46," 755,624.85 ",75.13," 31,107.87 ",32.86,,36.83,,0.90%,1.00,28.57,2.50%,3.58%,-1.08%
1998.02,1023.74,15.60,39.60,161.90,1998.12,5.57,1935.73,29.50," 802,514.60 ",74.88," 31,042.63 ",34.71,,38.86,,0.70%,1.00,28.58,1.69%,3.58%,-1.89%
1998.03,1076.83,15.64,39.54,162.20,1998.21,5.65,2032.35,29.52," 843,590.62 ",74.63," 30,975.71 ",36.30,,40.58,,0.47%,1.01,28.49,0.83%,3.75%,-2.92%
1998.04,1112.20,15.75,39.35,162.50,1998.29,5.64,2095.23,29.67," 870,717.31 ",74.13," 30,806.26 ",37.28,,41.63,,0.37%,1.00,28.59,0.87%,3.54%,-2.67%
1998.05,1108.42,15.85,39.16,162.80,1998.37,5.65,2084.26,29.80," 867,191.11 ",73.64," 30,637.49 ",36.96,,41.22,,0.37%,1.02,28.65,1.08%,3.29%,-2.21%
1998.06,1108.39,15.95,38.97,163.00,1998.46,5.50,2081.65,29.96," 867,142.25 ",73.19," 30,487.95 ",36.80,,40.99,,0.50%,1.01,29.08,0.54%,2.88%,-2.34%
1998.07,1156.58,16.02,38.68,163.20,1998.54,5.46,2169.49,30.04," 904,777.47 ",72.55," 30,256.28 ",38.26,,42.56,,0.41%,1.01,29.26,-0.56%,2.87%,-3.43%
1998.08,1074.62,16.08,38.38,163.40,1998.62,5.34,2013.28,30.13," 840,679.46 ",71.91," 30,027.41 ",35.42,,39.36,,0.70%,1.05,29.63,0.42%,2.92%,-2.50%
1998.09,1020.64,16.14,38.09,163.60,1998.71,4.81,1909.82,30.20," 798,525.51 ",71.27," 29,800.75 ",33.53,,37.21,,1.34%,1.03,30.96,0.46%,2.69%,-2.23%
1998.1,1032.47,16.17,37.96,164.00,1998.79,4.53,1927.24,30.18," 806,862.30 ",70.86," 29,667.84 ",33.77,,37.44,,1.59%,0.98,31.70,-1.79%,2.48%,-4.27%
1998.11,1144.43,16.18,37.84,164.00,1998.87,4.83,2136.23,30.21," 895,411.55 ",70.63," 29,603.75 ",37.37,,41.38,,0.99%,1.02,31.07,-3.49%,3.15%,-6.64%
1998.12,1190.05,16.20,37.71,163.90,1998.96,4.65,2222.74,30.26," 932,730.01 ",70.43," 29,556.11 ",38.82,,42.93,,1.05%,1.00,31.66,-3.82%,4.06%,-7.88%
1999.01,1248.77,16.28,37.93,164.30,1999.04,4.72,2326.74,30.34," 977,431.31 ",70.68," 29,691.00 ",40.58,,44.81,,0.84%,0.98,31.53,-4.41%,3.99%,-8.40%
1999.02,1246.58,16.37,38.16,164.50,1999.12,5.00,2319.83,30.46," 975,597.12 ",71.01," 29,862.13 ",40.40,,44.56,,0.54%,0.99,30.92,-5.10%,3.84%,-8.94%
1999.03,1281.66,16.45,38.38,165.00,1999.21,5.23,2377.89,30.52," 1,001,081.43 ",71.21," 29,977.92 ",41.36,,45.55,,0.23%,1.01,30.41,-5.92%,4.06%,-9.98%
1999.04,1334.76,16.45,39.26,166.20,1999.29,5.18,2458.52,30.30," 1,036,092.39 ",72.31," 30,475.13 ",42.70,,46.97,,0.21%,0.98,30.44,-5.18%,3.95%,-9.12%
1999.05,1332.07,16.45,40.14,166.20,1999.37,5.54,2453.57,30.30," 1,035,068.41 ",73.93," 31,190.29 ",42.56,,46.75,,-0.20%,0.98,29.74,-4.58%,3.87%,-8.45%
1999.06,1322.55,16.45,41.02,166.20,1999.46,5.90,2436.03,30.30," 1,028,736.20 ",75.56," 31,907.12 ",42.18,,46.27,,-0.57%,1.01,29.07,-4.33%,3.66%,-8.00%
1999.07,1380.99,16.51,42.00,166.70,1999.54,5.79,2536.05,30.33," 1,072,038.59 ",77.13," 32,603.87 ",43.83,,48.01,,-0.54%,0.99,29.37,-4.59%,3.75%,-8.34%
1999.08,1327.49,16.58,42.98,167.10,1999.62,5.94,2431.96,30.37," 1,029,110.45 ",78.74," 33,319.40 ",41.93,,45.87,,-0.58%,1.01,29.11,-3.47%,3.82%,-7.29%
1999.09,1318.17,16.64,43.96,167.90,1999.71,5.92,2403.38,30.34," 1,018,086.15 ",80.15," 33,952.42 ",41.32,,45.15,,-0.51%,0.99,29.16,-3.03%,3.99%,-7.02%
1999.1,1300.01,16.66,45.36,168.20,1999.79,6.11,2366.05,30.32," 1,003,339.62 ",82.56," 35,011.14 ",40.55,,44.26,,-0.68%,1.01,28.84,-2.66%,4.13%,-6.80%
1999.11,1391.00,16.67,46.77,168.30,1999.87,6.03,2530.14,30.33," 1,073,998.98 ",85.07," 36,108.81 ",43.21,,47.09,,-0.77%,0.99,29.14,-3.13%,4.04%,-7.17%
1999.12,1428.68,16.69,48.17,168.30,1999.96,6.28,2598.68,30.36," 1,104,165.79 ",87.62," 37,228.54 ",44.20,,48.11,,-1.09%,0.98,28.75,-3.17%,4.06%,-7.23%
2000.01,1425.59,16.71,49.10,168.80,2000.04,6.66,2585.38,30.31," 1,099,587.33 ",89.04," 37,869.28 ",43.77,,47.59,,-1.52%,1.02,28.03,-3.03%,4.20%,-7.23%
2000.02,1388.87,16.74,50.02,169.80,2000.12,6.52,2503.95,30.17," 1,066,024.89 ",90.19," 38,395.33 ",42.19,,45.81,,-1.28%,1.02,28.30,-3.02%,4.16%,-7.18%
2000.03,1442.21,16.76,50.95,171.20,2000.21,6.26,2578.86,29.97," 1,098,976.87 ",91.11," 38,824.35 ",43.22,,46.88,,-1.05%,1.03,28.76,-2.79%,3.95%,-6.75%
2000.04,1461.36,16.74,51.27,171.30,2000.29,5.99,2611.57,29.92," 1,113,981.65 ",91.63," 39,085.20 ",43.53,,47.16,,-0.81%,0.97,29.47,-2.55%,3.61%,-6.16%
2000.05,1418.48,16.72,51.60,171.50,2000.37,6.44,2531.99,29.85," 1,081,094.52 ",92.10," 39,324.40 ",41.97,,45.41,,-1.18%,1.03,28.62,-2.86%,4.31%,-7.17%
2000.06,1461.96,16.70,51.92,172.40,2000.46,6.10,2595.98,29.65," 1,109,471.16 ",92.19," 39,401.72 ",42.78,,46.25,,-0.89%,1.01,29.34,-3.45%,4.28%,-7.73%
2000.07,1473.00,16.58,52.51,172.80,2000.54,6.05,2609.52,29.38," 1,116,308.04 ",93.03," 39,797.05 ",42.76,,46.17,,-0.86%,1.02,29.53,-3.53%,4.41%,-7.93%
2000.08,1485.46,16.47,53.11,172.80,2000.62,5.83,2631.60,29.17," 1,126,790.75 ",94.08," 40,283.89 ",42.87,,46.24,,-0.74%,1.01,30.16,-3.55%,4.47%,-8.02%
2000.09,1468.05,16.35,53.70,173.70,2000.71,5.80,2587.28,28.82," 1,108,842.75 ",94.64," 40,560.51 ",41.90,,45.15,,-0.68%,1.01,30.22,-3.08%,4.52%,-7.59%
2000.1,1390.14,16.32,52.47,174.00,2000.79,5.74,2445.75,28.72," 1,049,211.35 ",92.31," 39,599.34 ",39.37,,42.38,,-0.52%,1.01,30.45,-2.11%,4.55%,-6.66%
2000.11,1378.04,16.30,51.23,174.10,2000.87,5.72,2423.07,28.66," 1,040,505.85 ",90.09," 38,684.35 ",38.78,,41.71,,-0.47%,1.04,30.63,-1.80%,4.30%,-6.10%
2000.12,1330.93,16.27,50.00,174.00,2000.96,5.24,2341.58,28.62," 1,006,536.75 ",87.97," 37,813.29 ",37.27,,40.06,,0.10%,1.01,31.93,-1.13%,3.40%,-4.53%
2001.01,1335.63,16.17,48.48,175.10,2001.04,5.16,2335.08,28.27," 1,004,758.34 ",84.76," 36,470.19 ",36.98,,39.71,,0.21%,1.01,32.06,-0.82%,3.25%,-4.07%
2001.02,1305.75,16.07,46.96,175.80,2001.12,5.10,2273.75,27.98," 979,372.59 ",81.77," 35,222.16 ",35.83,,38.46,,0.38%,1.02,32.22,-0.30%,3.02%,-3.32%
2001.03,1185.85,15.97,45.44,176.20,2001.21,4.89,2060.28,27.75," 888,418.83 ",78.95," 34,042.88 ",32.33,,34.68,,0.90%,0.98,32.81,0.46%,2.90%,-2.44%
2001.04,1189.84,15.88,42.56,176.90,2001.29,5.14,2059.03,27.47," 888,868.02 ",73.64," 31,791.89 ",32.17,,34.50,,0.69%,0.99,32.18,0.61%,3.02%,-2.41%
2001.05,1270.37,15.78,39.67,177.70,2001.37,5.39,2188.49,27.19," 945,733.49 ",68.35," 29,535.02 ",34.07,,36.52,,0.29%,1.01,31.56,0.01%,3.46%,-3.45%
2001.06,1238.71,15.69,36.79,178.00,2001.46,5.28,2130.36,26.98," 921,581.56 ",63.27," 27,371.21 ",33.07,,35.43,,0.47%,1.01,31.92,-0.09%,3.53%,-3.62%
2001.07,1204.45,15.71,33.96,177.50,2001.54,5.24,2077.27,27.09," 899,593.38 ",58.58," 25,366.92 ",32.16,,34.45,,0.55%,1.03,32.24,0.45%,3.44%,-2.99%
2001.08,1178.50,15.72,31.14,177.50,2001.62,4.97,2032.51,27.12," 881,190.18 ",53.70," 23,281.57 ",31.40,,33.63,,0.87%,1.02,33.07,-0.47%,3.80%,-4.27%
2001.09,1044.64,15.74,28.31,178.30,2001.71,4.73,1793.57,27.02," 778,571.84 ",48.61," 21,099.49 ",27.67,,29.63,,1.54%,1.02,33.68,0.67%,3.91%,-3.23%
2001.1,1076.59,15.74,27.10,177.70,2001.79,4.57,1854.66,27.12," 806,074.35 ",46.69," 20,293.06 ",28.58,,30.61,,1.53%,1.00,34.36,0.64%,3.58%,-2.94%
2001.11,1129.68,15.74,25.90,177.40,2001.87,4.65,1949.41,27.16," 848,238.49 ",44.69," 19,444.93 ",30.01,,32.14,,1.24%,0.97,34.33,0.32%,3.74%,-3.43%
2001.12,1144.93,15.74,24.69,176.70,2001.96,5.09,1983.56,27.27," 864,083.66 ",42.77," 18,633.65 ",30.50,,32.68,,0.70%,1.01,33.42,0.31%,4.09%,-3.78%
2002.01,1140.21,15.74,24.69,177.10,2002.04,5.04,1970.92,27.20," 859,565.35 ",42.68," 18,615.46 ",30.28,,32.45,,0.78%,1.01,33.61,0.79%,4.01%,-3.23%
2002.02,1100.67,15.73,24.70,177.80,2002.12,4.91,1895.08,27.09," 827,475.25 ",42.52," 18,566.76 ",29.09,,31.18,,1.05%,0.98,33.96,1.54%,3.88%,-2.34%
2002.03,1153.79,15.73,24.70,178.80,2002.21,5.28,1975.43,26.93," 863,539.13 ",42.29," 18,486.39 ",30.29,,32.48,,0.55%,1.01,32.95,1.32%,3.95%,-2.62%
2002.04,1111.93,15.83,25.38,179.80,2002.29,5.21,1893.17,26.96," 828,563.05 ",43.21," 18,912.10 ",29.01,,31.10,,0.81%,1.01,33.09,1.71%,4.00%,-2.29%
2002.05,1079.25,15.94,26.06,179.80,2002.37,5.16,1837.53,27.13," 805,200.92 ",44.37," 19,442.70 ",28.13,,30.17,,0.95%,1.02,33.36,1.69%,4.18%,-2.49%
2002.06,1014.02,16.04,26.74,179.90,2002.46,4.93,1725.51,27.29," 757,110.64 ",45.50," 19,965.23 ",26.39,,28.32,1.7,1.38%,1.03,34.08,2.22%,4.16%,-1.94%
2002.07,903.59,15.96,27.84,180.10,2002.54,4.65,1535.89,27.13," 674,901.62 ",47.32," 20,794.01 ",23.46,,25.19,1419.18,2.13%,1.04,34.94,3.71%,4.01%,-0.30%
2002.08,912.55,15.88,28.94,180.70,2002.62,4.26,1545.97,26.90," 680,315.89 ",49.03," 21,575.08 ",23.59,,25.34,,2.50%,1.04,36.06,3.92%,3.50%,0.42%
2002.09,867.81,15.80,30.04,181.00,2002.71,3.87,1467.74,26.72," 646,869.39 ",50.81," 22,391.95 ",22.37,,24.03,,3.11%,1.00,37.28,4.71%,3.09%,1.62%
2002.1,854.63,15.89,29.22,181.30,2002.79,3.94,1443.05,26.83," 636,976.24 ",49.34," 21,780.85 ",21.96,,23.61,,3.10%,0.99,37.12,4.85%,3.12%,1.73%
2002.11,909.93,15.98,28.41,181.30,2002.87,4.05,1536.43,26.98," 679,185.18 ",47.97," 21,203.16 ",23.35,,25.11,,2.71%,1.01,36.91,3.93%,3.34%,0.59%
2002.12,899.18,16.07,27.59,180.90,2002.96,4.03,1521.63,27.19," 673,647.05 ",46.69," 20,669.86 ",23.10,,24.86,,2.76%,1.00,37.18,4.27%,3.24%,1.03%
2003.01,895.84,16.12,28.50,181.70,2003.04,4.05,1509.31,27.16," 669,191.80 ",48.02," 21,289.48 ",22.90,,24.65,,2.77%,1.02,37.08,4.74%,3.07%,1.67%
2003.02,837.03,16.17,29.41,183.10,2003.12,3.90,1399.44,27.03," 621,478.86 ",49.17," 21,836.37 ",21.21,,22.85,,3.31%,1.01,37.37,5.68%,2.86%,2.82%
2003.03,846.63,16.22,30.32,184.20,2003.21,3.81,1407.04,26.96," 625,850.37 ",50.39," 22,413.31 ",21.31,,22.97,,3.40%,0.99,37.55,5.86%,2.82%,3.04%
2003.04,890.03,16.20,31.73,183.80,2003.29,3.96,1482.39,26.99," 660,364.93 ",52.85," 23,542.33 ",22.43,,24.19,,2.97%,1.04,37.29,5.46%,3.10%,2.35%
2003.05,935.96,16.19,33.14,183.50,2003.37,3.57,1561.43,27.00," 696,580.85 ",55.29," 24,664.18 ",23.59,,25.45,,3.11%,1.02,38.69,5.35%,2.56%,2.79%
2003.06,988.00,16.17,34.55,183.70,2003.46,3.33,1646.46,26.95," 735,512.43 ",57.58," 25,720.60 ",24.83,,26.80,,3.13%,0.95,39.54,4.63%,1.99%,2.64%
2003.07,992.54,16.31,35.89,183.90,2003.54,3.98,1652.22,27.15," 739,099.36 ",59.75," 26,728.13 ",24.87,,26.84,,2.49%,0.97,37.51,4.92%,2.29%,2.62%
2003.08,989.53,16.45,37.24,184.60,2003.62,4.45,1640.97,27.28," 735,080.72 ",61.75," 27,661.57 ",24.64,,26.61,,2.07%,1.02,36.08,4.99%,2.56%,2.43%
2003.09,1019.44,16.59,38.58,185.20,2003.71,4.27,1685.09,27.42," 755,869.84 ",63.77," 28,605.37 ",25.24,,27.26,,2.16%,1.00,36.62,4.81%,2.35%,2.45%
2003.1,1038.73,16.86,41.97,185.00,2003.79,4.29,1718.83,27.89," 772,047.81 ",69.44," 31,192.20 ",25.68,,27.74,,2.02%,1.00,36.73,4.83%,2.54%,2.29%
2003.11,1049.90,17.12,45.35,184.50,2003.87,4.30,1742.02,28.41," 783,528.27 ",75.25," 33,846.67 ",25.95,,28.03,,1.94%,1.01,36.93,5.10%,2.44%,2.66%
2003.12,1080.64,17.39,48.74,184.30,2003.96,4.27,1794.97,28.89," 808,427.02 ",80.96," 36,462.40 ",26.64,,28.78,,1.86%,1.01,37.20,4.93%,2.23%,2.69%
2004.01,1132.52,17.60,49.83,185.20,2004.04,4.15,1872.01,29.09," 844,213.09 ",82.36," 37,142.24 ",27.66,,29.88,,1.86%,1.01,37.51,4.53%,2.17%,2.37%
2004.02,1143.36,17.81,50.91,186.20,2004.12,4.08,1879.77,29.28," 848,816.64 ",83.71," 37,797.44 ",27.65,,29.87,,1.95%,1.02,37.65,4.43%,2.25%,2.18%
2004.03,1123.98,18.02,52.00,187.40,2004.21,3.83,1836.08,29.44," 830,193.64 ",84.94," 38,408.22 ",26.89,,29.04,,2.33%,0.96,38.30,4.87%,2.02%,2.85%
2004.04,1133.36,18.21,53.38,188.00,2004.29,4.35,1845.49,29.66," 835,567.71 ",86.93," 39,356.77 ",26.90,,29.06,,1.83%,0.97,36.71,4.79%,2.45%,2.34%
2004.05,1102.78,18.41,54.77,189.10,2004.37,4.72,1785.25,29.80," 809,417.56 ",88.66," 40,197.59 ",25.90,,27.98,,1.66%,1.00,35.56,5.25%,2.90%,2.35%
2004.06,1132.76,18.60,56.15,189.70,2004.46,4.73,1827.99,30.02," 829,926.63 ",90.61," 41,138.79 ",26.40,,28.52,,1.57%,1.02,35.56,5.30%,2.87%,2.43%
2004.07,1105.85,18.79,56.69,189.40,2004.54,4.50,1787.39,30.36," 812,642.95 ",91.63," 41,659.11 ",25.70,,27.76,,1.86%,1.02,36.41,5.68%,2.71%,2.97%
2004.08,1088.94,18.97,57.23,189.50,2004.62,4.28,1759.13,30.65," 800,955.50 ",92.45," 42,094.77 ",25.17,,27.19,,2.13%,1.02,37.17,5.81%,2.64%,3.17%
2004.09,1117.66,19.16,57.77,189.90,2004.71,4.13,1801.72,30.89," 821,520.45 ",93.13," 42,463.04 ",25.67,,27.73,,2.19%,1.01,37.68,5.72%,2.41%,3.30%
2004.1,1117.21,19.25,58.03,190.90,2004.79,4.10,1791.56,30.87," 818,061.15 ",93.06," 42,491.64 ",25.41,,27.45,,2.31%,1.00,37.70,5.50%,2.66%,2.84%
2004.11,1168.94,19.35,58.29,191.00,2004.87,4.19,1873.53,31.01," 856,671.48 ",93.42," 42,718.51 ",26.47,,28.58,,2.05%,1.00,37.54,5.66%,2.76%,2.90%
2004.12,1199.21,19.44,58.55,190.30,2004.96,4.23,1929.12,31.27," 883,279.60 ",94.19," 43,125.07 ",27.14,,29.31,,1.88%,1.00,37.68,5.46%,2.90%,2.56%
2005.01,1181.41,19.70,59.11,190.70,2005.04,4.22,1896.50,31.63," 869,550.61 ",94.88," 43,504.15 ",26.59,,28.71,,1.95%,1.01,37.77,5.56%,3.25%,2.31%
2005.02,1199.63,19.97,59.66,191.80,2005.12,4.17,1914.70,31.87," 879,114.78 ",95.23," 43,722.58 ",26.74,,28.87,,2.00%,0.98,37.83,5.70%,3.11%,2.59%
2005.03,1194.90,20.23,60.22,193.30,2005.21,4.50,1892.35,32.04," 870,079.36 ",95.37," 43,849.84 ",26.34,,28.43,,1.77%,1.02,36.68,5.75%,3.33%,2.42%
2005.04,1164.43,20.46,61.23,194.60,2005.29,4.34,1831.78,32.19," 843,461.49 ",96.33," 44,354.71 ",25.41,,27.43,,2.10%,1.02,37.04,6.15%,3.32%,2.83%
2005.05,1178.28,20.70,62.25,194.40,2005.37,4.14,1855.47,32.59," 855,622.50 ",98.02," 45,201.18 ",25.65,,27.69,,2.24%,1.01,37.82,6.05%,2.83%,3.22%
2005.06,1202.25,20.93,63.26,194.50,2005.46,4.00,1892.25,32.94," 873,845.64 ",99.57," 45,980.02 ",26.07,,28.14,,2.30%,0.99,38.36,5.74%,2.52%,3.22%
2005.07,1222.24,21.11,64.33,195.40,2005.54,4.18,1914.85,33.07," 885,556.16 ",100.78," 46,609.36 ",26.29,,28.37,,2.13%,1.00,37.75,5.59%,2.74%,2.85%
2005.08,1224.27,21.29,65.40,196.40,2005.62,4.26,1908.26,33.18," 883,789.44 ",101.94," 47,211.67 ",26.10,,28.17,,2.11%,1.01,37.45,5.37%,2.99%,2.38%
2005.09,1225.92,21.47,66.47,198.80,2005.71,4.20,1887.77,33.06," 875,572.68 ",102.36," 47,473.99 ",25.73,,27.76,,2.33%,0.98,37.31,5.00%,3.06%,1.93%
2005.1,1191.96,21.72,67.59,199.20,2005.79,4.46,1831.79,33.38," 850,898.54 ",103.87," 48,250.14 ",24.88,,26.84,,2.19%,1.00,36.59,5.75%,3.38%,2.37%
2005.11,1237.37,21.97,68.71,197.60,2005.87,4.54,1916.97,34.04," 891,785.05 ",106.45," 49,519.99 ",25.93,,27.98,,1.87%,1.01,36.79,5.58%,3.19%,2.39%
2005.12,1262.07,22.22,69.83,196.80,2005.96,4.47,1963.18,34.56," 914,624.03 ",108.62," 50,605.91 ",26.44,,28.53,,1.83%,1.01,37.28,5.23%,3.12%,2.11%
2006.01,1278.73,22.41,70.78,198.30,2006.04,4.42,1974.05,34.59," 921,030.69 ",109.26," 50,978.30 ",26.47,,28.55,,1.89%,0.99,37.29,4.45%,3.26%,1.18%
2006.02,1276.65,22.59,71.72,198.70,2006.12,4.57,1966.87,34.81," 919,034.81 ",110.50," 51,632.19 ",26.25,,28.31,,1.76%,0.99,36.91,4.40%,3.67%,0.74%
2006.03,1293.74,22.78,72.67,199.80,2006.21,4.72,1982.23,34.90," 927,569.12 ",111.34," 52,102.01 ",26.33,,28.40,,1.60%,0.98,36.41,4.91%,3.67%,1.23%
2006.04,1302.17,23.00,73.28,201.50,2006.29,4.99,1978.31,34.94," 927,099.11 ",111.33," 52,170.40 ",26.15,,28.20,,1.41%,0.99,35.48,5.16%,3.98%,1.17%
2006.05,1290.01,23.22,73.88,202.50,2006.37,5.11,1950.16,35.10," 915,276.96 ",111.69," 52,421.08 ",25.65,,27.66,,1.39%,1.00,35.12,5.22%,4.06%,1.15%
2006.06,1253.17,23.44,74.49,202.90,2006.46,5.11,1890.73,35.37," 888,768.87 ",112.39," 52,829.54 ",24.75,,26.69,,1.55%,1.01,35.20,5.60%,4.18%,1.42%
2006.07,1260.24,23.66,75.85,203.50,2006.54,5.09,1895.79,35.59," 892,542.01 ",114.10," 53,719.38 ",24.70,,26.63,,1.59%,1.02,35.30,5.92%,4.32%,1.60%
2006.08,1287.15,23.88,77.21,203.90,2006.62,4.88,1932.48,35.85," 911,218.82 ",115.92," 54,659.68 ",25.05,,27.02,,1.74%,1.02,35.96,5.82%,4.07%,1.75%
2006.09,1317.74,24.10,78.57,202.90,2006.71,4.72,1988.15,36.36," 938,901.04 ",118.54," 55,981.80 ",25.64,,27.66,,1.73%,1.00,36.75,5.43%,3.77%,1.66%
2006.1,1363.38,24.36,79.55,201.80,2006.79,4.73,2068.23,36.95," 978,169.36 ",120.68," 57,073.87 ",26.54,,28.62,,1.50%,1.01,37.06,4.93%,3.56%,1.38%
2006.11,1388.64,24.62,80.53,201.50,2006.87,4.60,2109.68,37.40," 999,249.87 ",122.34," 57,948.49 ",26.93,,29.03,,1.54%,1.01,37.65,4.85%,3.07%,1.78%
2006.12,1416.42,24.88,81.51,201.80,2006.96,4.56,2148.69,37.74," 1,019,214.56 ",123.65," 58,652.22 ",27.28,,29.41,,1.54%,0.99,37.86,5.04%,2.71%,2.34%
2007.01,1424.16,25.08,82.06,202.42,2007.04,4.76,2153.85,37.94," 1,023,164.90 ",124.10," 58,952.30 ",27.21,,29.33,,1.35%,1.01,37.29,5.09%,2.88%,2.22%
2007.02,1444.80,25.29,82.60,203.50,2007.12,4.72,2173.44,38.04," 1,033,975.13 ",124.26," 59,115.30 ",27.32,,29.44,,1.40%,1.02,37.35,5.22%,2.86%,2.36%
2007.03,1406.95,25.49,83.15,205.35,2007.21,4.56,2097.40,38.00," 999,308.44 ",123.96," 59,058.60 ",26.23,,28.26,,1.78%,0.99,37.63,5.75%,2.74%,3.01%
2007.04,1463.64,25.72,83.74,206.69,2007.29,4.69,2167.83,38.09," 1,034,376.07 ",124.03," 59,180.30 ",26.98,,29.07,,1.60%,1.00,37.15,5.34%,3.03%,2.31%
2007.05,1511.14,25.94,84.33,207.95,2007.37,4.75,2224.59,38.19," 1,062,977.34 ",124.14," 59,320.04 ",27.55,,29.68,,1.53%,0.98,36.89,5.22%,3.11%,2.11%
2007.06,1514.19,26.17,84.92,208.35,2007.46,5.10,2224.77,38.45," 1,064,593.70 ",124.77," 59,705.39 ",27.42,,29.53,,1.20%,1.01,35.97,5.38%,3.48%,1.90%
2007.07,1520.71,26.44,82.81,208.30,2007.54,5.00,2234.92,38.86," 1,070,999.32 ",121.71," 58,323.43 ",27.41,,29.52,,1.29%,1.03,36.41,5.43%,3.26%,2.17%
2007.08,1454.62,26.71,80.71,207.92,2007.62,4.67,2141.72,39.33," 1,027,906.41 ",118.83," 57,031.32 ",26.15,,28.16,,1.76%,1.02,37.58,5.86%,3.02%,2.83%
2007.09,1497.12,26.98,78.60,208.49,2007.71,4.52,2198.23,39.61," 1,056,615.86 ",115.41," 55,473.18 ",26.73,,28.78,,1.83%,1.00,38.07,5.68%,2.86%,2.82%
2007.1,1539.66,27.23,74.46,208.94,2007.79,4.53,2255.87,39.90," 1,085,917.65 ",109.10," 52,516.42 ",27.32,,29.42,,1.73%,1.03,38.10,5.69%,2.73%,2.95%
2007.11,1463.39,27.48,70.32,210.18,2007.87,4.15,2131.46,40.03," 1,027,636.01 ",102.42," 49,380.80 ",25.73,,27.71,,2.41%,1.01,39.19,6.44%,2.48%,3.96%
2007.12,1479.22,27.73,66.18,210.04,2007.96,4.10,2155.96,40.42," 1,041,073.46 ",96.46," 46,577.41 ",25.96,,27.96,,2.43%,1.03,39.51,6.61%,2.37%,4.24%
2008.01,1378.76,27.92,64.25,211.08,2008.04,3.74,1999.60,40.49," 967,199.78 ",93.18," 45,071.36 ",24.02,,25.89,,3.13%,1.00,40.62,7.85%,1.89%,5.96%
2008.02,1354.87,28.11,62.32,211.69,2008.12,3.74,1959.27,40.65," 949,327.26 ",90.12," 43,666.24 ",23.50,,25.33,,3.23%,1.02,40.63,7.69%,1.62%,6.07%
2008.03,1316.94,28.30,60.39,213.53,2008.21,3.51,1888.05,40.57," 916,458.93 ",86.58," 42,025.42 ",22.61,,24.38,,3.70%,0.99,41.18,8.05%,1.50%,6.55%
2008.04,1370.47,28.44,57.38,214.82,2008.29,3.68,1952.95,40.52," 949,600.44 ",81.77," 39,760.99 ",23.36,,25.20,,3.43%,0.99,40.48,7.44%,1.63%,5.81%
