Date,S&P Compound,Dividends,Earnings,CPI,Date Fraction,Long_interest_rate,Real price,Real Dividend,Real_total_return_price,Real earnings,Real scaled earnings,CAPE,,TR CAPE,,Excess CAPE yield,Montlhy total bond returns,Real total bond returns,10 year annualized stock real return,10 year annualized bond real return,real 10 year excess annualized returns
1871.02,4.50,0.26,0.40,12.84,1871.13,5.32,107.25,6.20, 107.77 ,9.53, 9.58 ,,,,,,1.00,0.97,13.09%,9.46%,3.62%
1871.03,4.61,0.26,0.40,13.03,1871.21,5.33,108.27,6.11, 109.30 ,9.39, 9.48 ,,,,,,1.00,0.96,13.10%,9.62%,3.48%
1871.04,4.74,0.26,0.40,12.56,1871.29,5.33,115.54,6.34, 117.17 ,9.75, 9.89 ,,,,,,1.00,1.00,12.21%,9.10%,3.11%
1871.05,4.86,0.26,0.40,12.27,1871.38,5.33,121.22,6.48, 123.48 ,9.98, 10.16 ,,,,,,1.00,1.03,12.26%,8.95%,3.31%
1871.06,4.82,0.26,0.40,12.08,1871.46,5.34,122.11,6.59, 124.95 ,10.13, 10.37 ,,,,,,1.00,1.05,12.31%,8.77%,3.54%
1871.07,4.73,0.26,0.40,12.08,1871.54,5.34,119.83,6.59, 123.18 ,10.13, 10.42 ,,,,,,1.00,1.06,12.00%,8.66%,3.34%
1871.08,4.79,0.26,0.40,11.89,1871.63,5.34,123.29,6.69, 127.31 ,10.30, 10.63 ,,,,,,1.00,1.08,11.19%,8.27%,2.93%
1871.09,4.84,0.26,0.40,12.18,1871.71,5.35,121.66,6.54, 126.19 ,10.05, 10.43 ,,,,,,1.00,1.06,11.00%,8.10%,2.90%
1871.1,4.59,0.26,0.40,12.37,1871.79,5.35,113.60,6.43, 118.39 ,9.90, 10.32 ,,,,,,1.00,1.05,11.48%,8.17%,3.31%
1871.11,4.64,0.26,0.40,12.37,1871.88,5.35,114.84,6.43, 120.23 ,9.90, 10.36 ,,,,,,1.00,1.05,11.53%,8.26%,3.27%
1871.12,4.74,0.26,0.40,12.65,1871.96,5.36,114.67,6.29, 120.60 ,9.68, 10.18 ,,,,,,1.00,1.03,11.21%,8.50%,2.71%
1872.01,4.86,0.26,0.40,12.65,1872.04,5.36,117.57,6.37, 124.21 ,9.74, 10.29 ,,,,,,1.00,1.04,10.77%,8.49%,2.28%
1872.02,4.88,0.27,0.41,12.65,1872.13,5.38,118.05,6.45, 125.29 ,9.80, 10.40 ,,,,,,1.00,1.04,10.38%,8.39%,1.98%
1872.03,5.04,0.27,0.41,12.84,1872.21,5.40,120.12,6.43, 128.05 ,9.71, 10.35 ,,,,,,1.00,1.03,10.17%,8.55%,1.62%
1872.04,5.18,0.27,0.41,13.13,1872.29,5.42,120.77,6.37, 129.31 ,9.56, 10.24 ,,,,,,1.00,1.01,10.01%,8.69%,1.32%
1872.05,5.18,0.28,0.41,13.13,1872.38,5.43,120.77,6.45, 129.89 ,9.62, 10.34 ,,,,,,1.00,1.01,9.78%,8.59%,1.19%
1872.06,5.13,0.28,0.42,13.03,1872.46,5.45,120.48,6.58, 130.17 ,9.75, 10.53 ,,,,,,1.00,1.02,9.65%,8.41%,1.24%
1872.07,5.10,0.28,0.42,12.84,1872.54,5.47,121.55,6.75, 131.93 ,9.95, 10.80 ,,,,,,1.00,1.04,10.25%,8.35%,1.90%
1872.08,5.04,0.29,0.42,12.94,1872.63,5.49,119.24,6.78, 130.03 ,9.94, 10.84 ,,,,,,1.00,1.04,10.68%,8.32%,2.36%
1872.09,4.95,0.29,0.42,13.03,1872.71,5.51,116.25,6.81, 127.40 ,9.92, 10.87 ,,,,,,1.00,1.03,11.37%,8.70%,2.67%
1872.1,4.97,0.29,0.43,12.75,1872.79,5.53,119.33,7.04, 131.42 ,10.20, 11.24 ,,,,,,1.00,1.06,10.87%,8.56%,2.31%
1872.11,4.95,0.30,0.43,13.13,1872.88,5.54,115.41,6.92, 127.73 ,9.97, 11.03 ,,,,,,1.00,1.03,10.86%,8.98%,1.88%
1872.12,5.07,0.30,0.43,12.94,1872.96,5.56,119.95,7.10, 133.41 ,10.17, 11.31 ,,,,,,1.00,1.05,10.59%,8.92%,1.67%
1873.01,5.11,0.30,0.43,12.94,1873.04,5.58,120.89,7.16, 135.12 ,10.23, 11.44 ,,,,,,1.01,1.05,10.44%,8.91%,1.52%
1873.02,5.15,0.31,0.44,13.23,1873.13,5.57,119.21,7.06, 133.90 ,10.07, 11.31 ,,,,,,1.01,1.03,10.24%,9.02%,1.21%
1873.03,5.11,0.31,0.44,13.23,1873.21,5.56,118.28,7.12, 133.52 ,10.13, 11.43 ,,,,,,1.01,1.04,10.56%,9.10%,1.46%
1873.04,5.04,0.31,0.44,13.23,1873.29,5.55,116.66,7.18, 132.37 ,10.18, 11.56 ,,,,,,1.01,1.05,11.04%,9.18%,1.86%
1873.05,5.05,0.31,0.44,12.94,1873.38,5.54,119.47,7.39, 136.26 ,10.47, 11.94 ,,,,,,1.01,1.07,10.69%,9.03%,1.66%
1873.06,4.98,0.32,0.45,12.56,1873.46,5.53,121.39,7.68, 139.17 ,10.85, 12.44 ,,,,,,1.01,1.11,10.93%,9.00%,1.93%
1873.07,4.97,0.32,0.45,12.56,1873.54,5.53,121.14,7.74, 139.63 ,10.91, 12.57 ,,,,,,1.01,1.12,11.00%,9.20%,1.80%
1873.08,4.97,0.32,0.45,12.56,1873.63,5.52,121.14,7.80, 140.38 ,10.97, 12.71 ,,,,,,1.01,1.12,10.48%,9.17%,1.31%
1873.09,4.59,0.32,0.45,12.56,1873.71,5.51,111.88,7.86, 130.40 ,11.03, 12.86 ,,,,,,1.01,1.13,11.59%,9.26%,2.33%
1873.1,4.19,0.33,0.46,12.27,1873.79,5.50,104.50,8.11, 122.60 ,11.35, 13.31 ,,,,,,1.01,1.16,12.02%,8.99%,3.04%
1873.11,4.04,0.33,0.46,11.89,1873.88,5.49,103.99,8.43, 122.81 ,11.78, 13.91 ,,,,,,1.01,1.21,12.34%,8.73%,3.61%
1873.12,4.42,0.33,0.46,12.18,1873.96,5.48,111.10,8.30, 132.03 ,11.56, 13.74 ,,,,,,1.01,1.18,11.23%,8.85%,2.37%
1874.01,4.66,0.33,0.46,12.37,1874.04,5.47,115.33,8.17, 137.87 ,11.38, 13.61 ,,,,,,1.01,1.17,10.47%,9.00%,1.47%
1874.02,4.80,0.33,0.46,12.37,1874.13,5.44,118.80,8.17, 142.83 ,11.38, 13.69 ,,,,,,1.01,1.18,10.43%,8.96%,1.47%
1874.03,4.73,0.33,0.46,12.37,1874.21,5.40,117.07,8.17, 141.56 ,11.38, 13.77 ,,,,,,1.01,1.19,10.54%,8.92%,1.62%
1874.04,4.60,0.33,0.46,12.18,1874.29,5.37,115.63,8.30, 140.66 ,11.56, 14.07 ,,,,,,1.01,1.22,10.39%,8.95%,1.44%
1874.05,4.48,0.33,0.46,12.08,1874.38,5.34,113.50,8.36, 138.91 ,11.65, 14.26 ,,,,,,1.01,1.23,9.89%,9.06%,0.84%
1874.06,4.46,0.33,0.46,11.80,1874.46,5.30,115.72,8.56, 142.51 ,11.94, 14.70 ,,,,,,1.01,1.27,9.22%,8.76%,0.46%
1874.07,4.46,0.33,0.46,11.89,1874.54,5.27,114.80,8.49, 142.24 ,11.84, 14.67 ,,,,,,1.01,1.27,9.43%,8.93%,0.50%
1874.08,4.47,0.33,0.46,11.80,1874.63,5.24,115.98,8.56, 144.60 ,11.94, 14.88 ,,,,,,1.01,1.29,9.98%,8.81%,1.17%
1874.09,4.54,0.33,0.46,11.80,1874.71,5.20,117.80,8.56, 147.75 ,11.94, 14.97 ,,,,,,1.01,1.30,9.57%,8.89%,0.68%
1874.1,4.53,0.33,0.46,11.61,1874.79,5.17,119.47,8.70, 150.75 ,12.13, 15.31 ,,,,,,1.01,1.33,9.17%,8.80%,0.37%
1874.11,4.57,0.33,0.46,11.51,1874.88,5.14,121.52,8.77, 154.26 ,12.23, 15.53 ,,,,,,1.01,1.35,9.01%,8.92%,0.09%
1874.12,4.54,0.33,0.46,11.51,1874.96,5.10,120.72,8.77, 154.18 ,12.23, 15.62 ,,,,,,1.01,1.36,9.18%,9.01%,0.17%
1875.01,4.54,0.33,0.45,11.51,1875.04,5.07,120.72,8.71, 155.10 ,12.01, 15.43 ,,,,,,1.01,1.37,8.92%,8.97%,-0.05%
1875.02,4.53,0.33,0.44,11.51,1875.13,5.03,120.46,8.64, 155.69 ,11.79, 15.24 ,,,,,,1.01,1.38,9.15%,8.81%,0.34%
1875.03,4.59,0.32,0.44,11.51,1875.21,4.99,122.05,8.58, 158.67 ,11.57, 15.04 ,,,,,,1.01,1.39,9.28%,9.03%,0.25%
1875.04,4.65,0.32,0.43,11.61,1875.29,4.95,122.63,8.44, 160.35 ,11.25, 14.71 ,,,,,,1.01,1.39,9.07%,8.95%,0.12%
1875.05,4.47,0.32,0.42,11.32,1875.38,4.91,120.86,8.58, 158.96 ,11.31, 14.88 ,,,,,,1.01,1.43,9.35%,8.90%,0.45%
1875.06,4.38,0.32,0.41,11.13,1875.46,4.87,120.45,8.66, 159.37 ,11.27, 14.92 ,,,,,,1.01,1.47,9.59%,8.94%,0.65%
1875.07,4.39,0.31,0.40,11.13,1875.54,4.83,120.72,8.59, 160.68 ,11.05, 14.70 ,,,,,,1.01,1.48,9.83%,8.77%,1.05%
1875.08,4.41,0.31,0.39,11.23,1875.63,4.79,120.25,8.45, 160.98 ,10.72, 14.36 ,,,,,,1.01,1.48,10.46%,8.83%,1.63%
1875.09,4.37,0.31,0.39,11.13,1875.71,4.75,120.17,8.46, 161.83 ,10.59, 14.26 ,,,,,,1.01,1.50,10.44%,8.83%,1.61%
1875.1,4.30,0.31,0.38,11.13,1875.79,4.71,118.25,8.39, 160.18 ,10.36, 14.03 ,,,,,,1.01,1.51,11.23%,8.80%,2.43%
1875.11,4.37,0.30,0.37,11.04,1875.88,4.67,121.21,8.39, 165.14 ,10.22, 13.92 ,,,,,,1.01,1.53,11.50%,8.54%,2.96%
1875.12,4.37,0.30,0.36,10.94,1875.96,4.63,122.26,8.39, 167.53 ,10.07, 13.80 ,,,,,,1.01,1.56,11.04%,8.16%,2.88%
1876.01,4.46,0.30,0.35,10.85,1876.04,4.59,125.88,8.47, 173.44 ,9.97, 13.74 ,,,,,,1.00,1.58,10.95%,8.28%,2.67%
1876.02,4.52,0.30,0.35,10.85,1876.13,4.58,127.57,8.47, 176.75 ,9.79, 13.56 ,,,,,,1.00,1.59,11.00%,8.25%,2.75%
1876.03,4.51,0.30,0.34,10.85,1876.21,4.57,127.29,8.47, 177.34 ,9.60, 13.37 ,,,,,,1.00,1.60,10.90%,8.35%,2.55%
1876.04,4.34,0.30,0.33,10.75,1876.29,4.56,123.57,8.54, 173.15 ,9.49, 13.30 ,,,,,,1.00,1.62,11.19%,8.35%,2.84%
1876.05,4.18,0.30,0.33,10.37,1876.38,4.54,123.38,8.86, 173.92 ,9.64, 13.59 ,,,,,,1.00,1.69,11.24%,8.20%,3.04%
1876.06,4.15,0.30,0.32,10.09,1876.46,4.53,125.97,9.11, 178.63 ,9.71, 13.77 ,,,,,,1.00,1.74,11.62%,8.00%,3.62%
1876.07,4.10,0.30,0.31,10.09,1876.54,4.52,124.45,9.11, 177.56 ,9.51, 13.57 ,,,,,,1.00,1.75,11.76%,7.83%,3.93%
1876.08,3.93,0.30,0.31,10.18,1876.62,4.51,118.17,9.02, 169.68 ,9.22, 13.24 ,,,,,,1.00,1.74,12.25%,7.77%,4.48%
1876.09,3.69,0.30,0.30,10.28,1876.71,4.50,109.93,8.94, 158.91 ,8.94, 12.92 ,,,,,,1.00,1.74,13.32%,7.84%,5.48%
1876.1,3.67,0.30,0.29,10.47,1876.79,4.49,107.35,8.77, 156.23 ,8.58, 12.49 ,,,,,,1.00,1.71,13.84%,8.01%,5.83%
1876.11,3.60,0.30,0.29,10.56,1876.87,4.47,104.35,8.70, 152.92 ,8.31, 12.18 ,,,,,,1.00,1.71,14.39%,8.07%,6.32%
1876.12,3.58,0.30,0.28,10.75,1876.96,4.46,101.93,8.54, 150.43 ,7.97, 11.77 ,,,,,,1.00,1.68,14.18%,8.10%,6.08%
1877.01,3.55,0.29,0.28,10.94,1877.04,4.45,99.32,8.14, 147.57 ,7.88, 11.71 ,,,,,,1.00,1.66,14.04%,8.00%,6.04%
1877.02,3.34,0.28,0.28,10.66,1877.12,4.44,95.95,8.09, 143.56 ,8.14, 12.18 ,,,,,,1.00,1.71,14.18%,7.56%,6.61%
1877.03,3.17,0.27,0.29,10.18,1877.21,4.43,95.32,8.19, 143.65 ,8.57, 12.91 ,,,,,,1.00,1.80,14.47%,7.05%,7.43%
1877.04,2.94,0.26,0.29,10.47,1877.29,4.42,85.99,7.70, 130.56 ,8.39, 12.73 ,,,,,,1.00,1.76,15.87%,7.32%,8.56%
1877.05,2.94,0.25,0.29,10.66,1877.37,4.41,84.46,7.30, 129.15 ,8.28, 12.66 ,,,,,,1.00,1.74,16.23%,7.48%,8.75%
1877.06,2.73,0.25,0.29,10.09,1877.46,4.40,82.87,7.44, 127.66 ,8.80, 13.56 ,,,,,,1.00,1.84,16.21%,6.99%,9.21%
1877.07,2.85,0.24,0.29,10.18,1877.54,4.40,85.70,7.09, 132.94 ,8.77, 13.61 ,,,,,,1.00,1.83,15.63%,7.20%,8.43%
1877.08,3.05,0.23,0.29,9.80,1877.62,4.39,95.27,7.08, 148.71 ,9.16, 14.30 ,,,,,,1.00,1.91,13.96%,6.63%,7.32%
1877.09,3.24,0.22,0.30,9.70,1877.71,4.38,102.20,6.86, 160.41 ,9.31, 14.61 ,,,,,,1.00,1.94,13.13%,6.63%,6.50%
1877.1,3.31,0.21,0.30,9.70,1877.79,4.37,104.41,6.57, 164.74 ,9.36, 14.77 ,,,,,,1.00,1.95,12.35%,6.48%,5.87%
1877.11,3.26,0.20,0.30,9.51,1877.87,4.36,104.89,6.41, 166.33 ,9.60, 15.22 ,,,,,,1.00,2.00,12.37%,6.12%,6.25%
1877.12,3.25,0.19,0.30,9.51,1877.96,4.35,104.57,6.11, 166.63 ,9.65, 15.38 ,,,,,,1.00,2.00,12.07%,5.85%,6.22%
1878.01,3.25,0.19,0.30,9.23,1878.04,4.34,107.80,6.28, 172.62 ,9.98, 15.98 ,,,,,,1.00,2.08,11.67%,5.38%,6.30%
1878.02,3.18,0.19,0.30,9.13,1878.12,4.33,106.58,6.31, 171.50 ,10.11, 16.27 ,,,,,,1.00,2.11,11.85%,5.39%,6.46%
1878.03,3.24,0.19,0.30,8.94,1878.21,4.32,110.90,6.42, 179.32 ,10.35, 16.74 ,,,,,,1.00,2.16,10.97%,5.17%,5.80%
1878.04,3.33,0.19,0.30,8.85,1878.29,4.31,115.21,6.46, 187.15 ,10.49, 17.05 ,,,,,,1.00,2.19,10.71%,5.18%,5.53%
1878.05,3.34,0.19,0.30,8.56,1878.37,4.30,119.40,6.64, 194.87 ,10.88, 17.75 ,,,,,,1.00,2.28,10.59%,4.96%,5.63%
1878.06,3.41,0.19,0.31,8.37,1878.46,4.29,124.68,6.76, 204.39 ,11.15, 18.28 ,,,,,,1.00,2.34,9.89%,4.85%,5.04%
1878.07,3.48,0.18,0.31,8.47,1878.54,4.28,125.81,6.66, 207.16 ,11.06, 18.20 ,,,,,,1.00,2.32,9.94%,4.85%,5.09%
1878.08,3.45,0.18,0.31,8.56,1878.62,4.27,123.34,6.55, 203.99 ,10.96, 18.13 ,,,,,,1.00,2.31,10.38%,4.97%,5.42%
1878.09,3.52,0.18,0.31,8.56,1878.71,4.26,125.84,6.52, 209.03 ,10.99, 18.26 ,,,,,,1.00,2.32,10.42%,4.97%,5.46%
1878.1,3.48,0.18,0.31,8.47,1878.79,4.25,125.81,6.57, 209.88 ,11.15, 18.59 ,,,,,,1.00,2.35,10.23%,4.73%,5.50%
1878.11,3.47,0.18,0.31,8.37,1878.87,4.24,126.87,6.61, 212.58 ,11.30, 18.94 ,,,,,,1.00,2.39,9.77%,4.49%,5.28%
1878.12,3.45,0.18,0.31,8.18,1878.96,4.23,129.07,6.73, 217.21 ,11.60, 19.52 ,,,,,,1.00,2.46,9.37%,4.25%,5.11%
1879.01,3.58,0.18,0.32,8.28,1879.04,4.22,132.40,6.72, 223.74 ,11.68, 19.74 ,,,,,,1.00,2.44,9.68%,4.74%,4.94%
1879.02,3.71,0.18,0.32,8.37,1879.12,4.20,135.64,6.70, 230.18 ,11.76, 19.96 ,,,,,,1.00,2.42,9.66%,4.97%,4.69%
1879.03,3.65,0.19,0.33,8.28,1879.21,4.19,134.99,6.84, 230.02 ,12.11, 20.64 ,,,,,,1.00,2.46,9.61%,4.96%,4.66%
1879.04,3.77,0.19,0.33,8.18,1879.29,4.17,141.04,6.98, 241.34 ,12.47, 21.34 ,,,,,,1.00,2.50,9.10%,4.82%,4.29%
1879.05,3.94,0.19,0.34,8.18,1879.37,4.15,147.40,7.04, 253.23 ,12.69, 21.80 ,,,,,,1.00,2.52,9.18%,5.06%,4.12%
1879.06,3.96,0.19,0.35,8.09,1879.46,4.14,149.90,7.19, 258.54 ,13.06, 22.52 ,,,,,,1.00,2.56,9.17%,4.92%,4.26%
1879.07,4.04,0.19,0.35,8.18,1879.54,4.12,151.15,7.17, 261.72 ,13.12, 22.73 ,,,,,,1.00,2.54,8.85%,5.02%,3.83%
1879.08,4.07,0.19,0.36,8.18,1879.62,4.10,152.27,7.23, 264.71 ,13.35, 23.20 ,,,,,,1.00,2.55,8.91%,5.00%,3.91%
1879.09,4.22,0.20,0.36,8.47,1879.71,4.09,152.56,7.05, 266.24 ,13.10, 22.87 ,,,,,,1.00,2.48,9.01%,5.21%,3.80%
1879.1,4.68,0.20,0.37,8.94,1879.79,4.07,160.19,6.73, 280.53 ,12.61, 22.08 ,,,,,,1.00,2.36,8.28%,5.77%,2.51%
1879.11,4.93,0.20,0.37,9.42,1879.87,4.05,160.22,6.44, 281.53 ,12.16, 21.37 ,,,,,,1.00,2.25,8.18%,6.31%,1.87%
1879.12,4.92,0.20,0.38,9.70,1879.96,4.04,155.20,6.31, 273.62 ,11.99, 21.13 ,,,,,,1.00,2.19,8.33%,6.47%,1.86%
1880.01,5.11,0.21,0.39,9.99,1880.04,4.02,156.58,6.28, 276.99 ,11.93, 21.10 ,,,,,,1.01,2.14,8.62%,7.03%,1.59%
1880.02,5.20,0.21,0.40,9.99,1880.12,3.99,159.34,6.43, 282.82 ,12.20, 21.66 ,,,,,,1.01,2.15,8.31%,6.99%,1.33%
1880.03,5.30,0.22,0.41,10.09,1880.21,3.97,160.87,6.53, 286.50 ,12.37, 22.03 ,,,,,,1.01,2.14,8.13%,7.04%,1.08%
1880.04,5.18,0.22,0.42,9.70,1880.29,3.94,163.40,6.94, 292.03 ,13.14, 23.49 ,,,,,,1.01,2.24,8.18%,6.59%,1.59%
1880.05,4.77,0.23,0.43,9.42,1880.37,3.91,155.02,7.31, 278.15 ,13.84, 24.83 ,,,,,,1.01,2.32,9.07%,6.10%,2.97%
1880.06,4.79,0.23,0.44,9.23,1880.46,3.89,158.88,7.63, 286.22 ,14.43, 25.99 ,,,,,,1.01,2.38,8.71%,5.84%,2.87%
1880.07,5.01,0.24,0.44,9.23,1880.54,3.86,166.18,7.79, 300.53 ,14.73, 26.65 ,,,,,,1.01,2.39,8.14%,5.80%,2.34%
1880.08,5.19,0.24,0.45,9.23,1880.62,3.83,172.15,7.96, 312.53 ,15.04, 27.30 ,,,,,,1.01,2.41,7.11%,5.38%,1.73%
1880.09,5.18,0.25,0.46,9.32,1880.71,3.81,170.07,8.04, 309.96 ,15.18, 27.68 ,,,,,,1.01,2.40,6.93%,5.32%,1.61%
1880.1,5.33,0.25,0.47,9.32,1880.79,3.78,174.99,8.21, 320.19 ,15.49, 28.34 ,,,,,,1.01,2.41,6.13%,5.28%,0.85%
1880.11,5.61,0.26,0.48,9.42,1880.87,3.75,182.32,8.29, 334.86 ,15.63, 28.70 ,,,,,,1.01,2.40,5.15%,5.60%,-0.45%
1880.12,5.84,0.26,0.49,9.51,1880.96,3.73,187.90,8.37, 346.39 ,15.77, 29.06 ,,,,,,1.01,2.39,4.59%,5.66%,-1.08%
1881.01,6.19,0.27,0.49,9.42,1881.04,3.70,201.17,8.61, 372.18 ,15.79, 29.21 ,18.47,,24.14,,-1.05%,1.00,2.42,4.54%,5.65%,-1.11%
1881.02,6.17,0.27,0.48,9.51,1881.12,3.69,198.52,8.69, 368.61 ,15.50, 28.78 ,18.15,,23.66,,-1.14%,1.00,2.41,4.68%,5.62%,-0.94%
1881.03,6.24,0.28,0.48,9.51,1881.21,3.69,200.77,8.85, 374.16 ,15.36, 28.63 ,18.27,,23.77,,-1.31%,1.00,2.42,4.24%,5.49%,-1.25%
1881.04,6.22,0.28,0.47,9.61,1881.29,3.68,198.15,8.92, 370.65 ,15.08, 28.20 ,17.95,,23.31,,-0.75%,1.00,2.40,4.60%,5.46%,-0.87%
1881.05,6.50,0.29,0.47,9.51,1881.37,3.67,209.13,9.17, 392.64 ,15.10, 28.34 ,18.87,,24.46,,-0.89%,1.00,2.43,4.12%,5.48%,-1.36%
1881.06,6.58,0.29,0.47,9.51,1881.46,3.67,211.71,9.33, 398.93 ,14.96, 28.19 ,19.03,,24.62,,-0.77%,1.00,2.44,4.03%,5.73%,-1.70%
1881.07,6.35,0.30,0.46,9.61,1881.54,3.66,202.29,9.40, 382.65 ,14.68, 27.77 ,18.12,,23.40,,-0.40%,1.00,2.43,4.46%,5.96%,-1.50%
1881.08,6.20,0.30,0.46,9.80,1881.62,3.65,193.67,9.37, 367.83 ,14.27, 27.10 ,17.29,,22.29,,0.21%,1.00,2.39,5.26%,6.16%,-0.91%
1881.09,6.25,0.31,0.45,10.18,1881.71,3.65,187.94,9.17, 358.39 ,13.61, 25.95 ,16.72,,21.54,,0.56%,1.00,2.31,6.53%,6.69%,-0.17%
1881.1,6.15,0.31,0.45,10.28,1881.79,3.64,183.22,9.24, 350.86 ,13.36, 25.58 ,16.26,,20.93,,0.67%,1.00,2.29,6.79%,6.79%,0.00%
1881.11,6.19,0.32,0.44,10.18,1881.87,3.63,186.13,9.47, 357.95 ,13.36, 25.69 ,16.48,,21.19,,0.51%,1.00,2.32,6.58%,6.82%,-0.23%
1881.12,6.01,0.32,0.44,10.18,1881.96,3.63,180.72,9.62, 349.09 ,13.23, 25.56 ,15.96,,20.51,,0.49%,1.00,2.33,7.21%,6.81%,0.40%
1882.01,5.92,0.32,0.44,10.18,1882.04,3.62,178.01,9.62, 345.41 ,13.21, 25.63 ,15.68,,20.14,,0.61%,1.00,2.34,7.83%,7.08%,0.75%
1882.02,5.79,0.32,0.44,10.28,1882.12,3.62,172.49,9.53, 336.23 ,13.06, 25.45 ,15.15,,19.46,,0.92%,1.00,2.33,8.18%,7.17%,1.01%
1882.03,5.78,0.32,0.44,10.28,1882.21,3.62,172.19,9.53, 337.20 ,13.03, 25.52 ,15.09,,19.38,,0.80%,1.00,2.33,8.59%,7.45%,1.14%
1882.04,5.78,0.32,0.44,10.37,1882.29,3.62,170.61,9.45, 335.65 ,12.89, 25.36 ,14.92,,19.15,,0.75%,1.00,2.32,8.80%,7.68%,1.12%
1882.05,5.71,0.32,0.44,10.47,1882.37,3.62,167.02,9.36, 330.11 ,12.75, 25.19 ,14.57,,18.70,,1.00%,1.00,2.30,9.02%,7.77%,1.25%
1882.06,5.68,0.32,0.44,10.56,1882.46,3.62,164.64,9.28, 326.94 ,12.61, 25.04 ,14.33,,18.39,,1.27%,1.00,2.29,9.10%,7.85%,1.25%
1882.07,6.00,0.32,0.43,10.47,1882.54,3.63,175.50,9.36, 350.05 ,12.70, 25.33 ,15.24,,19.56,,0.91%,1.00,2.32,8.11%,7.46%,0.65%
1882.08,6.18,0.32,0.43,10.56,1882.62,3.63,179.13,9.28, 358.84 ,12.56, 25.16 ,15.53,,19.91,,0.80%,1.00,2.30,7.89%,7.41%,0.49%
1882.09,6.24,0.32,0.43,10.28,1882.71,3.63,185.90,9.53, 373.98 ,12.88, 25.92 ,16.08,,20.62,,0.24%,1.00,2.37,7.21%,7.10%,0.11%
1882.1,6.07,0.32,0.43,10.18,1882.79,3.63,182.52,9.62, 368.81 ,12.98, 26.23 ,15.76,,20.19,,0.49%,1.00,2.40,7.62%,6.99%,0.62%
1882.11,5.81,0.32,0.43,10.09,1882.87,3.63,176.35,9.71, 357.98 ,13.08, 26.54 ,15.19,,19.47,,0.35%,1.00,2.43,7.66%,6.61%,1.05%
1882.12,5.84,0.32,0.43,9.99,1882.96,3.63,178.95,9.81, 364.91 ,13.18, 26.87 ,15.38,,19.70,,0.32%,1.00,2.46,7.24%,6.37%,0.88%
1883.01,5.81,0.32,0.43,9.99,1883.04,3.63,178.03,9.83, 364.71 ,13.10, 26.84 ,15.27,,19.56,,0.36%,1.00,2.47,7.08%,5.97%,1.12%
1883.02,5.68,0.32,0.43,10.09,1883.12,3.63,172.41,9.76, 354.85 ,12.90, 26.55 ,14.76,,18.90,,0.47%,1.00,2.45,7.10%,5.94%,1.15%
1883.03,5.75,0.32,0.42,9.99,1883.21,3.63,176.19,9.88, 364.34 ,12.95, 26.77 ,15.05,,19.27,,0.25%,1.00,2.49,6.72%,6.10%,0.61%
1883.04,5.87,0.32,0.42,9.90,1883.29,3.63,181.60,10.00, 377.24 ,12.99, 26.99 ,15.48,,19.82,,-0.03%,1.00,2.52,6.52%,6.13%,0.38%
1883.05,5.77,0.32,0.42,9.80,1883.37,3.63,180.24,10.13, 376.17 ,13.04, 27.22 ,15.34,,19.63,,0.15%,1.00,2.55,5.74%,6.17%,-0.43%
1883.06,5.82,0.33,0.42,9.51,1883.46,3.63,187.26,10.46, 392.63 ,13.35, 28.00 ,15.90,,20.36,,-0.08%,1.00,2.63,5.09%,6.13%,-1.04%
1883.07,5.73,0.33,0.41,9.32,1883.54,3.63,188.12,10.70, 396.32 ,13.54, 28.53 ,15.95,,20.41,,-0.29%,1.00,2.70,4.29%,6.19%,-1.90%
1883.08,5.47,0.33,0.41,9.32,1883.62,3.62,179.59,10.73, 380.22 ,13.46, 28.50 ,15.20,,19.45,,0.02%,1.00,2.70,4.94%,6.62%,-1.68%
1883.09,5.53,0.33,0.41,9.23,1883.71,3.62,183.43,10.86, 390.27 ,13.52, 28.76 ,15.49,,19.83,,-0.20%,1.00,2.74,5.02%,6.09%,-1.07%
1883.1,5.38,0.33,0.41,9.23,1883.79,3.62,178.45,10.89, 381.61 ,13.43, 28.73 ,15.05,,19.26,,0.21%,1.00,2.75,5.47%,5.96%,-0.48%
1883.11,5.46,0.33,0.40,9.13,1883.87,3.62,182.99,11.03, 393.29 ,13.49, 28.99 ,15.41,,19.72,,0.26%,1.00,2.79,5.64%,6.13%,-0.49%
1883.12,5.34,0.33,0.40,9.23,1883.96,3.62,177.13,10.95, 382.64 ,13.27, 28.66 ,14.90,,19.07,,0.36%,1.00,2.77,5.75%,6.38%,-0.64%
1884.01,5.18,0.33,0.39,9.23,1884.04,3.62,171.82,10.89, 373.13 ,13.02, 28.27 ,14.43,,18.48,,0.42%,1.00,2.78,6.14%,6.68%,-0.54%
1884.02,5.32,0.33,0.39,9.23,1884.12,3.61,176.46,10.84, 385.18 ,12.77, 27.87 ,14.81,,18.96,,0.26%,1.00,2.79,6.14%,6.84%,-0.70%
1884.03,5.30,0.33,0.38,9.23,1884.21,3.60,175.80,10.78, 385.69 ,12.52, 27.47 ,14.74,,18.88,,0.30%,1.00,2.80,6.79%,7.16%,-0.37%
1884.04,5.06,0.32,0.37,9.04,1884.29,3.60,171.37,10.95, 377.98 ,12.53, 27.64 ,14.35,,18.40,,0.43%,1.00,2.87,7.19%,6.94%,0.25%
